number,description,parent_code,level
0701020.05,Omrekeningsverschillen over voorzieningen ,,5
0701020.06,Oprenting van voorzieningen ,,5
0702010.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0702010.02,Toevoegingen aan voorzieningen ,,5
0702010.03,Gebruik van voorzieningen ,,5
0702010.04,Vrijval van voorziening ,,5
0702010.05,Omrekeningsverschillen over voorzieningen ,,5
0702010.06,Oprenting van voorzieningen ,,5
0702010.07,Overige mutaties voorziening latente belastingverplichtingen,,5
0702020.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0702020.02,Toevoegingen aan voorzieningen ,,5
0702020.03,Gebruik van voorzieningen ,,5
0702020.04,Vrijval van voorziening ,,5
0702020.05,Omrekeningsverschillen over voorzieningen ,,5
0702020.06,Oprenting van voorzieningen ,,5
0704020.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704020.02,Toevoegingen aan voorzieningen ,,5
0704020.03,Gebruik van voorzieningen ,,5
0704020.04,Vrijval van voorziening ,,5
0704020.05,Omrekeningsverschillen over voorzieningen ,,5
0704020.06,Oprenting van voorzieningen ,,5
0704030.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704030.02,Toevoegingen aan voorzieningen ,,5
0704030.03,Gebruik van voorzieningen ,,5
0704030.04,Vrijval van voorziening ,,5
0704030.05,Omrekeningsverschillen over voorzieningen ,,5
0704030.06,Oprenting van voorzieningen ,,5
0704040.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704040.02,Toevoegingen aan voorzieningen ,,5
0704040.03,Gebruik van voorzieningen ,,5
0704040.04,Vrijval van voorziening ,,5
0704040.05,Omrekeningsverschillen over voorzieningen ,,5
0704040.06,Oprenting van voorzieningen ,,5
0703010.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0703010.02,Toevoegingen aan voorzieningen ,,5
0703010.03,Gebruik van voorzieningen ,,5
0703010.04,Vrijval van voorziening ,,5
0703010.05,Omrekeningsverschillen over voorzieningen ,,5
0703010.06,Oprenting van voorzieningen ,,5
0704050.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704050.02,Toevoegingen aan voorzieningen ,,5
0704050.03,Gebruik van voorzieningen ,,5
0704050.04,Vrijval van voorziening ,,5
0704050.05,Omrekeningsverschillen over voorzieningen ,,5
0704060.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704060.02,Toevoegingen aan voorzieningen ,,5
0704060.03,Gebruik van voorzieningen ,,5
0704060.04,Vrijval van voorziening ,,5
0704060.05,Omrekeningsverschillen over voorzieningen ,,5
0704060.06,Oprenting van voorzieningen ,,5
0704070.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704070.02,Toevoegingen aan voorzieningen ,,5
0704070.03,Gebruik van voorzieningen ,,5
0704070.04,Vrijval van voorziening ,,5
0704070.05,Omrekeningsverschillen over voorzieningen ,,5
0704070.06,Oprenting van voorzieningen ,,5
0704080.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704080.02,Toevoegingen aan voorzieningen ,,5
0704080.03,Gebruik van voorzieningen ,,5
0704080.04,Vrijval van voorziening ,,5
0704080.05,Omrekeningsverschillen over voorzieningen ,,5
0704080.06,Oprenting van voorzieningen ,,5
0704080.07,Overige mutatie voorziening deelneming,,5
0704010.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704010.02,Toevoegingen aan voorzieningen ,,5
0704010.03,Gebruik van voorzieningen ,,5
0704010.04,Vrijval van voorziening ,,5
0704010.05,Omrekeningsverschillen over voorzieningen ,,5
0704010.06,Oprenting van voorzieningen ,,5
0704090.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704090.02,Toevoegingen aan voorzieningen ,,5
0704090.03,Gebruik van voorzieningen ,,5
0704090.04,Vrijval van voorziening ,,5
0704090.05,Omrekeningsverschillen over voorzieningen ,,5
0704090.06,Oprenting van voorzieningen ,,5
0704100.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704100.02,Toevoegingen aan voorzieningen ,,5
0704100.03,Gebruik van voorzieningen ,,5
0704100.04,Vrijval van voorziening ,,5
0704100.05,Omrekeningsverschillen over voorzieningen ,,5
0704100.06,Oprenting van voorzieningen ,,5
0704120.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704120.02,Toevoegingen aan voorzieningen ,,5
0704120.03,Gebruik van voorzieningen ,,5
0704120.04,Vrijval van voorziening ,,5
0704120.05,Omrekeningsverschillen over voorzieningen ,,5
0704120.06,Oprenting van voorzieningen ,,5
0704120.07,Overige mutaties ,,5
0704140.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704140.02,Toevoegingen aan voorzieningen ,,5
0704140.03,Onttrekking van voorzieningen,,5
0704140.04,Vrijval van voorziening ,,5
0704140.05,Omrekeningsverschillen over voorzieningen ,,5
0704140.06,Oprenting van voorzieningen ,,5
0704140.07,Overige mutaties ,,5
0704150.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704150.02,Toevoegingen aan voorzieningen ,,5
0704150.03,Onttrekking van voorzieningen,,5
0704150.04,Vrijval van voorziening ,,5
0704150.05,Omrekeningsverschillen over voorzieningen ,,5
0704150.06,Oprenting van voorzieningen ,,5
0704150.07,Overige mutaties ,,5
0704160.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704160.02,Toevoegingen aan voorzieningen ,,5
0704160.03,Onttrekking van voorzieningen,,5
0704160.04,Vrijval van voorziening ,,5
0704160.05,Omrekeningsverschillen over voorzieningen ,,5
0704160.06,Oprenting van voorzieningen ,,5
0704170.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704170.02,Toevoegingen aan voorzieningen ,,5
0704170.03,Gebruik van voorzieningen ,,5
0704170.04,Vrijval van voorziening ,,5
0704170.05,Omrekeningsverschillen over voorzieningen ,,5
0704170.06,Oprenting van voorzieningen ,,5
0704180.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704180.02,Toevoegingen aan voorzieningen ,,5
0704180.03,Gebruik van voorzieningen ,,5
0704180.04,Vrijval van voorziening ,,5
0704180.05,Omrekeningsverschillen over voorzieningen ,,5
0704180.06,Oprenting van voorzieningen ,,5
0704190.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704190.02,Toevoegingen aan voorzieningen ,,5
0704190.03,Gebruik van voorzieningen ,,5
0704190.04,Vrijval van voorziening ,,5
0704190.05,Omrekeningsverschillen over voorzieningen ,,5
0704190.06,Oprenting van voorzieningen ,,5
0704191.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704191.02,Toevoegingen aan voorzieningen ,,5
0704191.03,Gebruik van voorzieningen ,,5
0704191.04,Vrijval van voorziening ,,5
0704191.05,Omrekeningsverschillen over voorzieningen ,,5
0704191.06,Oprenting van voorzieningen ,,5
0704176.01,Beginbalans (overname eindsaldo vorig jaar),,5
0704176.02,Toevoegingen aan voorzieningen ten laste van het resultaat,,5
0704176.04,Onttrekking van voorzieningen,,5
0704176.05,Vrijval van voorziening,,5
0704176.07,Oprenting van voorzieningen,,5
0704175.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0704175.02,Toevoegingen aan voorzieningen ten laste van het resultaat,,5
0704175.03,Toevoegingen aan voorzieningen ten laste van het eigen vermogen,,5
0704175.04,Onttrekking van voorzieningen,,5
0704175.05,Vrijval van voorziening ,,5
0704175.06,Omrekeningsverschillen over voorzieningen ,,5
0704175.07,Oprenting van voorzieningen ,,5
0801010.01,Beginbalans (overname eindsaldo vorig jaar) achtergestelde schulden,,5
0801010.03,Aanvullend opgenomen achtergestelde schulden,,5
0801010.10,Bij overname verkregen schulden achtergestelde schulden,,5
0801010.11,Bij afstoting vervreemde schulden achtergestelde schulden,,5
0801010.08,Bijschrijving rente achtergestelde schulden,,5
0801010.06,Omrekeningsverschillen achtergestelde schulden,,5
0801010.07,Overige mutaties achtergestelde schulden,,5
0801010.12,Overige waardeveranderingen achtergestelde schulden,,5
0801020.01,Aflossingen beginbalans (overname eindsaldo vorig jaar) achtergestelde schulden,,5
0801020.02,Aflossingen in boekjaar achtergestelde schulden,,5
0801020.05,Aflossingsverplichting (overboeking naar kortlopend) achtergestelde schulden,,5
0802010.01,Beginbalans (overname eindsaldo vorig jaar) converteerbare leningen,,5
0802010.03,Aanvullend opgenomen converteerbare leningen,,5
0802010.10,Bij overname verkregen schulden,,5
0802010.11,Bij afstoting vervreemde schulden,,5
0802010.08,Bijschrijving rente converteerbare leningen,,5
0802010.06,Omrekeningsverschillen converteerbare leningen,,5
0802010.07,Overige mutaties converteerbare leningen,,5
0802010.12,Overige waardeveranderingen,,5
0802020.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0802020.02,Aflossingen in boekjaar converteerbare leningen (langlopend),,5
0802020.05,Aflossingsverplichting (overboeking naar kortlopend) converteerbare leningen (langlopend),,5
0803010.01,Beginbalans (overname eindsaldo vorig jaar) andere obligaties en onderhandse leningen,,5
0803010.03,Aanvullend opgenomen andere obligaties en onderhandse leningen,,5
0803010.10,Bij overname verkregen schulden,,5
0803010.11,Bij afstoting vervreemde schulden,,5
0803010.08,Bijschrijving rente / oprenting andere obligaties en onderhandse leningen,,5
0803010.06,Omrekeningsverschillen andere obligaties en onderhandse leningen,,5
0803010.07,Overige mutaties andere obligaties en onderhandse leningen,,5
0803010.12,Overige waardeveranderingen,,5
0803020.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0803020.02,Aflossingen in boekjaar andere obligaties en onderhandse leningen (langlopend),,5
4001090.02,Jubileumuitkering,,5
0803020.05,Aflossingsverplichting (overboeking naar kortlopend) andere obligaties en onderhandse leningen (langlopend),,5
0804010.01,Beginbalans (overname eindsaldo vorig jaar) financiële lease verplichtingen,,5
0804010.03,Aanvullend opgenomen financiële lease verplichtingen,,5
0804010.10,Bij overname verkregen schulden financiële lease verplichtingen,,5
0804010.11,Bij afstoting vervreemde schulden financiële lease verplichtingen,,5
0804010.08,Bijschrijving rente / oprenting financiële lease verplichtingen,,5
0804010.06,Omrekeningsverschillen financiële lease verplichtingen,,5
0804010.07,Overige mutaties financiële lease verplichtingen,,5
0804010.12,Overige waardeveranderingen financiële lease verplichtingen,,5
0804020.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0804020.02,Aflossingen in boekjaar financiële lease verplichtingen (langlopend),,5
0804020.05,Aflossingsverplichting (overboeking naar kortlopend) financiële lease verplichtingen (langlopend),,5
0805010.01,Beginbalans hypotheken van kredietinstellingen (langlopend),,5
0805010.03,Toename hypotheken van kredietinstellingen (langlopend),,5
0805010.10,Bij overname verkregen schulden hypotheken van kredietinstellingen (langlopend),,5
0805010.11,Bij afstoting vervreemde schulden hypotheken van kredietinstellingen (langlopend),,5
0805010.08,Bijschrijving rente / oprenting hypotheken van kredietinstellingen (langlopend),,5
0805010.06,Omrekeningsverschillen hypotheken van kredietinstellingen (langlopend),,5
0805010.07,Overige mutaties hypotheken van kredietinstellingen (langlopend),,5
0805010.12,Overige waardeveranderingen hypotheken van kredietinstellingen (langlopend),,5
0805015.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0805015.04,Aflossingen in boekjaar hypotheken van kredietinstellingen (langlopend),,5
0805015.05,Aflossingsverplichting (overboeking naar kortlopend) hypotheken van kredietinstellingen (langlopend),,5
0805020.01,Beginbalans financieringen van kredietinstellingen (langlopend),,5
0805020.03,Toename financieringen van kredietinstellingen (langlopend),,5
0805020.10,Bij overname verkregen schulden financieringen van kredietinstellingen (langlopend),,5
0805020.11,Bij afstoting vervreemde schulden financieringen van kredietinstellingen (langlopend),,5
0805020.08,Bijschrijving rente / oprenting financieringen van kredietinstellingen (langlopend),,5
0805020.06,Omrekeningsverschillen financieringen van kredietinstellingen (langlopend),,5
0805020.07,Overige mutaties financieringen van kredietinstellingen (langlopend),,5
0805020.12,Overige waardeveranderingen hypotheken van kredietinstellingen (langlopend),,5
0805025.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0805025.04,Aflossingen in boekjaar financieringen van kredietinstellingen (langlopend),,5
0805025.05,Aflossingsverplichting (overboeking naar kortlopend) financieringen van kredietinstellingen (langlopend),,5
0805030.01,Beginbalans leningen van kredietinstellingen (langlopend),,5
0805030.03,Toename leningen van kredietinstellingen (langlopend),,5
1209045.01,Rekening-courant overige 1,,5
0805030.10,Bij overname verkregen schulden financieringen van kredietinstellingen (langlopend),,5
0805030.11,Bij afstoting vervreemde schulden financieringen van kredietinstellingen (langlopend),,5
0805030.08,Bijschrijving rente / oprenting financieringen van kredietinstellingen (langlopend),,5
0805030.06,Omrekeningsverschillen leningen van kredietinstellingen (langlopend),,5
0805030.07,Overige mutaties leningen van kredietinstellingen (langlopend),,5
0805030.12,Overige waardeveranderingen hypotheken van kredietinstellingen (langlopend),,5
0805030.13,Marktwaardecorrectie van de vastrentende lening ,,5
0805035.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0805035.04,Aflossingen in boekjaar leningen van kredietinstellingen (langlopend),,5
0805035.05,Aflossingsverplichting (overboeking naar kortlopend) leningen van kredietinstellingen (langlopend),,5
0805035.06,Aflossingsverplichting marktwaardecorrectie vastrentende lening (langlopend),,5
0805040.01,Beginbalans (overname eindsaldo vorig jaar) schulden aan kredietinstellingen,,5
0805040.03,Aanvullend opgenomen schulden aan kredietinstellingen,,5
0805040.10,Bij overname verkregen schulden financieringen van kredietinstellingen (langlopend),,5
0805040.11,Bij afstoting vervreemde schulden financieringen van kredietinstellingen (langlopend),,5
0805040.08,Bijschrijving rente / oprenting financieringen van kredietinstellingen (langlopend),,5
0805040.06,Omrekeningsverschillen leningen van kredietinstellingen (langlopend),,5
0805040.07,Overige mutaties leningen van kredietinstellingen (langlopend),,5
0805040.12,Overige waardeveranderingen hypotheken van kredietinstellingen (langlopend),,5
0805045.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0805045.04,Aflossingen in boekjaar overige schulden van kredietinstellingen (langlopend),,5
0805045.05,Aflossingsverplichting (overboeking naar kortlopend) overige schulden aan kredietinstellingen (langlopend),,5
0805050.01,Beginbalans (overname eindsaldo vorig jaar) schulden van kredietinstellingen geborgd door WSW ,,5
0805050.03,Toename leningen van kredietinstellingen (langlopend),,5
0805050.10,Bij overname verkregen schulden financieringen van kredietinstellingen (langlopend),,5
0805050.11,Bij afstoting vervreemde schulden financieringen van kredietinstellingen (langlopend),,5
0805050.08,Bijschrijving rente / oprenting financieringen van kredietinstellingen (langlopend),,5
0805050.06,Omrekeningsverschillen leningen van kredietinstellingen (langlopend),,5
0805050.07,Overige mutaties leningen van kredietinstellingen (langlopend),,5
0805050.12,Overige waardeveranderingen schulden van kredietinstellingen (langlopend),,5
0805050.13,Marktwaardecorrectie van de vastrentende lening ,,5
0805055.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0805055.04,Aflossingen in boekjaar leningen van kredietinstellingen geborgd door WSW (langlopend),,5
0805055.05,Aflossingsverplichting (overboeking naar kortlopend) schulden van kredietinstellingen geborgd door WSW (langlopend),,5
0805055.06,Aflossingsverplichting marktwaardecorrectie vastrentende lening  geborgd door WSW (langlopend),,5
0805060.01,Beginbalans (overname eindsaldo vorig jaar) schulden van kredietinstellingen gegarandeerd door overheden,,5
0805060.03,Toename leningen van kredietinstellingen (langlopend),,5
0805060.10,Bij overname verkregen schulden financieringen van kredietinstellingen (langlopend),,5
0805060.11,Bij afstoting vervreemde schulden financieringen van kredietinstellingen (langlopend),,5
0805060.08,Bijschrijving rente / oprenting financieringen van kredietinstellingen (langlopend),,5
0805060.06,Omrekeningsverschillen leningen van kredietinstellingen (langlopend),,5
0805060.07,Overige mutaties leningen van kredietinstellingen (langlopend),,5
0805060.12,Overige waardeveranderingen schulden van kredietinstellingen (langlopend),,5
0805060.13,Marktwaardecorrectie van de vastrentende lening ,,5
0805065.01,Aflossingen beginbalans (overname eindsaldo vorig jaar),,5
0805065.04,Aflossingen in boekjaar leningen van kredietinstellingen  gegarandeerd door overheden (langlopend),,5
0805065.05,Aflossingsverplichting (overboeking naar kortlopend) schulden van kredietinstellingen gegarandeerd door overheden (langlopend),,5
0805065.06,Aflossingsverplichting marktwaardecorrectie vastrentende lening (langlopend),,5
0805070.01,Beginbalans (overname eindsaldo vorig jaar) schulden van kredietinstellingen geborgd door WSW ,,5
